VRB BUY : , 2017-02-10 , 3319.0
VRB SELL: , 2017-02-13 , 3426.0 , 1070.0 , 0010 , 2
VRB BUY : , 2017-03-10 , 3346.0
VRB SELL: , 2017-03-13 , 3534.0 , 1880.0 , 0010 , 2
VRB BUY : , 2017-05-19 , 3214.0
VRB SELL: , 2017-05-22 , 3313.0 , 990.0 , 0010 , 2
VRB BUY : , 2017-06-23 , 3071.0
VRB SELL: , 2017-06-27 , 3187.0 , 1160.0 , 0010 , 3
VRB BUY : , 2017-08-04 , 3825.0
VRB SELL: , 2017-08-07 , 3994.0 , 1690.0 , 0010 , 2
VRB BUY : , 2017-09-01 , 4059.0
VRB SELL: , 2017-09-07 , 3959.0 , -1000.0 , 0100 , 5
VRB BUY : , 2017-10-20 , 3758.0
VRB SELL: , 2017-10-26 , 3656.0 , -1020.0 , 0100 , 5
VRB BUY : , 2017-12-08 , 3934.0
VRB SELL: , 2017-12-14 , 3830.0 , -1040.0 , 0100 , 5
VRB BUY : , 2017-12-15 , 3849.0
VRB SELL: , 2017-12-22 , 3939.0 , 900.0 , 0010 , 6
VRB BUY : , 2017-12-29 , 3783.0
VRB SELL: , 2018-01-02 , 3858.0 , 750.0 , 0010 , 2
VRB BUY : , 2018-06-29 , 3776.0
VRB SELL: , 2018-07-03 , 3715.0 , -610.0 , 0100 , 3
VRB BUY : , 2018-08-24 , 4358.0
VRB SELL: , 2018-08-28 , 4268.0 , -900.0 , 0100 , 3
VRB BUY : , 2018-09-21 , 4158.0
VRB SELL: , 2018-09-26 , 4067.0 , -910.0 , 0100 , 3
VRB BUY : , 2019-03-29 , 3584.0
VRB SELL: , 2019-04-02 , 3659.0 , 750.0 , 0010 , 3
VRB BUY : , 2019-04-19 , 3775.0
VRB SELL: , 2019-05-08 , 3702.0 , -730.0 , 0100 , 11
VRB BUY : , 2019-05-10 , 3708.0
VRB SELL: , 2019-05-14 , 3628.0 , -800.0 , 0100 , 3